layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.017795179390254778,6.133380687066493
3,5,0.0189579421529277,0.014854172889530079,21.64670210666223
