filename,run_tag,dataset_folder,instance_id,rng_seed,n_qubits,n_latent,n_trash,n_layers,sigma_train,sigma_eval,window_stride,s1_lr_init,s1_max_epochs,s1_patience,s1_lr_patience,s1_best_val,s1_final_val,s1_best_epoch,s1_epochs,s1_train_seconds,s3_lr_init,s3_max_epochs,s3_patience,s3_plateau_steps,s3_plateau_factor,s3_best_val_mse,s3_final_val_mse,s3_best_epoch,s3_epochs,s3_train_seconds,s3_noisy_baseline_mse,s3_best_delta_pct,s3_final_delta_pct,phi_params,psi_params,total_train_seconds
6q_4l_2t_1ls_01.json,inst1_L1,mackey_glass_n100,1,1,6,4,2,1,0.1,0.1,1,0.01,120,10,8,0.26386703,0.26386703,119,120,69.92165088653564,0.003,60,10,5,0.5,0.00302503,0.00308269,9,20,47.07880711555481,0.0034746934201353,12.941182429998044,11.281767840810089,"[0.0005375356304854157, -1.8579223288307554, 0.1979011857163292, -4.3143146876401044e-06, -1.968968938255501, -0.3747524377307508, 1.8637672413301666e-06, -2.050544483148366, -0.25664972266677366, 1.0816706028181852e-05, -2.041126447036874, -0.4219459235409267, 3.2183357105173706e-05, -2.064600262955483, 0.49346128645666293, -4.081900062527857e-06, -2.129565966713045, -0.07747494712814028]","[-0.008994822722970534, -1.8689791854625175, -0.1377822077388495, 0.007499244566602802, -2.047697353012984, -0.004599103739789761, -0.0020876738520020695, -2.162495766834857, 0.17255760296216582, 0.0017871772892121146, -2.143433971560636, -0.8013096571304594, -0.0009023039341419792, -2.1490901465972096, 0.9660788785789125, 0.0059113159209358375, -2.1432730758590575, 0.2764924611877074]",117.00045800209044
6q_4l_2t_1ls_02.json,inst2_L1,mackey_glass_n100,2,2,6,4,2,1,0.1,0.1,1,0.01,120,10,8,0.25460044,0.25460044,119,120,67.58789682388306,0.003,60,10,5,0.5,0.0028183,0.00291939,23,34,78.01386308670044,0.0034746934201353,18.890562331338067,15.98144089984228,"[-2.567257366777967e-06, -1.8817604408341266, 0.06513407907943548, 8.485769447447053e-05, -2.0122352137019637, 0.03256562412597774, -2.6831088240500677e-06, -2.0965936010679243, 1.0658141385165758, 3.158282976738876e-06, -2.1441492808240383, -0.6136759059559641, -7.172809899065e-07, -2.118405680188682, 0.3312658254691667, 1.9420093416901802e-05, -2.1668743984935848, 0.6058712785481428]","[0.006751557677767634, -1.9058217937723876, -0.3073380936752101, 0.0045630415579097135, -2.0455499824794643, -0.42429509755986244, 0.0040972864308824, -2.145001838786358, 0.5657891458802451, 0.005524924183384425, -2.213002812325639, -1.1197149573636367, 0.0006396791943248882, -2.188515821647287, -0.1364956113637508, 0.0022786713219632533, -2.1759125761001847, 0.12495479994491757]",145.6017599105835
6q_4l_2t_1ls_03.json,inst3_L1,mackey_glass_n100,3,3,6,4,2,1,0.1,0.1,1,0.01,120,10,8,0.247637,0.24781625,116,120,69.09982395172119,0.003,60,10,5,0.5,0.00280619,0.00286657,17,28,62.33951210975647,0.0034746934201353,19.23916840531682,17.501471161395955,"[-4.83237894571108e-06, 1.2182999262317835, 0.6113810032372637, -0.0001621980458973648, -2.069678689954037, 0.13492093599018534, 1.5635789471917506e-06, 0.9674528912851718, 0.20365328092227278, 1.094309067315688e-05, -2.2106121275925448, -0.08964450147625522, 0.0007552002759190393, -2.203217952465299, -0.6652049637396668, 0.00298138339119148, -2.2086565167363457, 0.30487143656421556]","[0.0025336851693088017, 1.2079906408714822, 0.9791326126898693, 0.001953601493406017, -2.0784907469350333, 0.5445499913833975, -0.0016379517583279212, 0.9291640751619527, 0.7113911964311245, -5.134027644084075e-05, -2.252368567983622, 0.41200755020069874, 0.0015434012531786046, -2.2233876633107355, -1.125405030558059, 0.003379061055368261, -2.2265110006608877, 0.797173481427692]",131.43933606147766
6q_4l_2t_1ls_04.json,inst4_L1,mackey_glass_n100,4,4,6,4,2,1,0.1,0.1,1,0.01,120,10,8,0.26650741,0.26650741,119,120,68.81013822555542,0.003,60,10,5,0.5,0.00306703,0.00314604,8,19,44.182358741760254,0.0034746934201353,11.732283647894793,9.458358516787191,"[0.0020109709523342934, -1.852544821308237, -0.14721197341399617, 1.5360199588082697e-06, -1.964746757349349, 1.0154399047330638, 7.467775225869157e-07, -2.043440471785093, -0.2654686618306827, 1.8557270089201555e-05, -2.0052491845852916, -0.5628706735957589, -3.63890113072267e-06, -2.0741873230367016, 0.1554505771965546, -0.015833356063641255, -2.0732327594018303, 0.28558609226467147]","[0.029320779488134923, -1.8424198183351221, 0.1090274816274555, -0.0069507735774768055, -2.0144839993149346, 0.7294866214233368, 0.0011302414736560004, -2.1023608382560295, -0.649451767720458, 0.000598952386537966, -2.101543480213947, -0.18747506229719524, 0.008324151853421908, -2.1282385573015734, 0.5089147110666115, -0.015389921719036116, -2.123826500267132, -0.04923084646284408]",112.99249696731567
6q_4l_2t_1ls_05.json,inst5_L1,mackey_glass_n100,5,5,6,4,2,1,0.1,0.1,1,0.01,120,10,8,0.24888045,0.24888045,119,120,69.3921959400177,0.003,60,10,5,0.5,0.00277522,0.00281286,35,46,102.90248203277588,0.0034746934201353,20.130483865192407,19.047261192277144,"[-1.6016100352142232e-05, -1.919881566039838, 0.05729162643267587, -1.210499090318422e-06, -2.062103207145225, -0.27653964137203974, 0.005693342416012609, -2.1609098161460745, 0.10715892940435362, 8.000360655480843e-06, -2.190799753658358, 0.03741550396562094, 2.4399003411113715e-05, -2.1723898969240922, -0.767751640348546, -5.069791954253143e-07, -2.2030045265262683, 0.27555716769570476]","[0.006040674573675668, -1.9045764990434473, -0.2954676594115914, 0.003917753950491967, -2.077151180995468, 0.1836344796162575, 0.0001812748543655723, -2.186287885401441, 0.6003902717859528, 0.004158006524694613, -2.2261559216210958, 0.5196880530171193, -0.00038238262579266575, -2.2103947671479056, -1.2495777595701163, -0.002947817526723496, -2.2094644011100426, -0.1634238656927159]",172.29467797279358
6q_4l_2t_3ls_01.json,inst1_L3,mackey_glass_n100,1,1,6,4,2,3,0.1,0.1,1,0.01,120,10,8,0.0668229,0.0668229,119,120,178.78509283065796,0.003,60,10,5,0.5,0.00283331,0.00298155,10,21,114.37912011146544,0.0034746934201353,18.458633296117476,14.192293628504748,"[-0.22636681010539517, -0.039108268662156345, 1.6451686299440835, 1.5912025115603028, 0.35475740586187887, -0.9687636677524014, -0.49633275837872975, -0.31132953494120863, 0.046105590181564134, 1.6273481034835642, -0.27462207120857773, -1.8080608989834868, 0.06103600599313373, -1.6320346802009027, 1.5083492949023931, -0.2999196685276983, -1.1532335279295671, 0.2843886306487486, 0.4081002324076174, 1.4536487754771068, 1.2151398082731597, -2.0644228836131537, -0.5444662007308126, -0.18563520043552184, -1.8138777685819176, 1.4566181407565173, -0.7940355961271414, -1.240272028359257, -0.09405187393520535, -0.01655822447567088, -1.203074855135089, -0.01020593122715074, 0.0018402065450133609, 0.6581941042501677, 1.5274409597748797, 0.7992983942085671, -0.01758396953000128, 0.017907948822074343, 0.710616513849371, 0.29694362886965936, -0.10040265306097046, 0.26994566025487615, -0.0013075935268636926, 0.004990228240538713, -0.3399927475143201, 0.02757948595597081, 1.5806511479231107, 0.08588831762318619, -0.002127618318332611, -0.00015536418939994485, -0.20406587968407072, 0.3329362241515434, 1.1585435635686, -0.19447002642651412]","[-0.04200191536379389, -0.005377837694551939, 1.564250985920205, 1.6561302378035465, 0.3524527616221035, -1.2683711671179911, -0.4215355217063435, -0.29134490154356557, 0.08968202371583821, 1.5855918289427113, -0.13722317252810334, -1.7829621571583707, 0.05358519608045037, -1.6888708368350842, 1.6841884421497137, -0.38691927483548083, -1.2764525042958255, 0.2711482430483995, 0.4238117706842038, 1.513454761120495, 1.1048991769296905, -1.990816139271885, -0.6240178473696761, 0.014892854653394053, -2.042159751291918, 1.5197840208783102, -0.6617313375077163, -1.2601894267365554, -0.04435917511086056, -0.006161364971883744, -1.2921878925554344, 0.00485839616517603, 0.0017448995434812232, 0.667917781803622, 1.5590554587318912, 0.7472382695100039, -0.00881155519951383, 0.0002553202721056814, 0.7476830759509838, 0.1443160925720257, -0.039274779068268206, 0.4581265150008501, 0.00039849717524329415, 0.007022159405297193, -0.4652541069417467, 0.5009873538458283, 1.5783684752600193, -0.30461341024603383, -0.0003409029513007974, -0.0020548670138855543, -0.16890803072196994, 0.0999120766444487, 1.3583329288598323, 0.016602812564324564]",293.1642129421234
6q_4l_2t_3ls_02.json,inst2_L3,mackey_glass_n100,2,2,6,4,2,3,0.1,0.1,1,0.01,120,10,8,0.09424344,0.09424344,119,120,182.31504702568057,0.003,60,10,5,0.5,0.00277518,0.00278739,17,28,153.5942449569702,0.0034746934201353,20.131724894203828,19.780344425828737,"[1.1496546002736785, -1.0216942666292088, -1.0937911732484467, -0.7826618464620183, -1.6284556282351756, -0.7098561616726071, 1.530495090991263, 0.5672067551453802, 1.5404334070395833, 0.10087703307017802, -0.2130191418254982, -1.6258161959493018, 1.2625505060814424, -0.17251140449168004, 1.2783847525764838, -1.7673161137938957, 0.04992687717635232, -0.08773030939176273, -0.32276802149649614, 0.0076355423779071825, 0.006764415888299787, 0.30811319571453033, 0.010673308765102437, 0.23579669824445462, 0.40296876337745385, 0.01952858189782636, -0.9504364670046993, -0.47768329967047574, -1.5751570090139997, 0.6224294210517645, -0.10208611333737683, -0.12636916640948792, -0.0034285625180103326, -0.047030183170917866, -0.004565535838961158, 0.10370245663563343, 0.5493432493820865, -1.5680188433850297, -0.07153468961514235, 1.5207335521541874, -0.6732437866744878, -0.1064166802327088, -1.5724484463492185, 1.557408601908333, 0.4227990296735231, 0.04873162488403921, 0.13793399329970912, 0.6544750144005498, 1.5574454906837636, -0.9281508033486312, 0.044414923866628785, -0.008845766804823926, 0.028360813047667043, 0.5312839840198964]","[1.1602289470190845, -1.3395185526029607, -1.1475755397794207, -0.617255863014075, -1.6649349416724313, -0.8480712587126106, 1.573346872353984, 0.20158831615128914, 1.58871397221805, 0.0969729363944115, -0.2016400035110514, -1.608278049604423, 1.262125178365659, -0.150715624205271, 1.2790034225880367, -2.105381759449286, -0.03726557297567199, -0.15551325038581293, -0.2890098241275523, 0.0059692228767540675, 0.015811549690629517, 0.27102995829954973, 0.01184573445106297, 0.5523822070131026, 0.365179747809872, 0.008170857024444953, -0.9121987812974017, -0.48385090643044687, -1.6211430838242913, 0.6237045986092976, -0.07895536744639794, -0.0896142862323432, -0.013363146143286389, -0.05483427102961735, -0.006238395043673773, 0.20757852515479086, 0.9101486491410199, -1.5610619495438725, 0.21649312759435552, 1.5370108151675348, -0.46208103936683664, -0.35279409478026624, -1.520148230079268, 1.5564108940333081, 0.336441163251141, 0.03843216773975238, 0.10250308590735947, 0.6755297079578821, 1.5642847388297176, -0.9974478712261926, -0.010041578413482966, 0.00515564448292507, 0.04940897026365306, 0.8871897386003579]",335.90929198265076
6q_4l_2t_3ls_03.json,inst3_L3,mackey_glass_n100,3,3,6,4,2,3,0.1,0.1,1,0.01,120,10,8,0.08322791,0.0832856,116,120,189.64560723304749,0.003,60,10,5,0.5,0.00265642,0.00268846,10,21,1052.417700767517,0.0034746934201353,23.549401412690777,22.627437231764347,"[0.021942474133891873, -0.09905476947713128, 1.5241781436201627, -0.4996285991091049, -1.4155718688257646, 0.5171692426081415, -1.4107915160284956, 1.558408838258127, 0.1602205314963671, -0.2019749543453222, -1.2638035180365308, 0.19521990331351638, -1.0379810501022888, -1.6401658782473556, -0.47964614514944004, -0.3321268764300352, 1.470277406301685, -0.307246412631967, 0.5043113433286728, -0.009483444353096072, 0.42613990578122685, 1.9116508373896746, 0.026788068356746627, -0.032833767731967216, -1.2108714293807685, -0.0778988507578021, -0.013686856192249928, 1.194749446754439, 0.04255233878797285, -1.571907269632922, 1.8741683747344278, -0.03890139214186457, 0.0007588041470116878, 1.7192596408050271, -0.009183855921909463, -0.2669488547027944, -0.03687703099578356, 0.07363846585621857, 0.31445772466881283, 0.0024691193995252355, 1.5877468521931044, 0.01636005293537543, -0.024304803225862683, -0.022156944999706697, -0.7617639363363616, 1.5922983044131183, -0.0011521756337499617, 0.2953366515630685, 0.002818869823012584, 0.027677876769266117, -0.40414225059292547, 0.0070517632194086015, 0.012879151520041942, 0.4161445960320628]","[0.060424175763688866, -0.08064890692342684, 1.4949477176658834, -0.6220542032996911, -1.3526291052926795, 0.6631862238884185, -1.4195578648414764, 1.5671060938755688, 0.15030433626377554, -0.265501458095447, -1.2983690194029445, 0.25842874098564095, -0.9984602521696129, -1.6236686787176218, -0.5349933885622121, -0.32601380089008897, 1.551136220662454, -0.31971749458214277, 0.47506857655548856, -0.007360913603555488, 0.27651060482784406, 1.893183329170834, -0.08070616164005577, -0.028700352693705706, -1.2245199405894174, -0.003709824200725948, -0.00865772771606545, 1.2024589419123322, 0.005125717063479739, -1.572088982925274, 1.8559369622263213, -0.003383465988097844, 0.002264599100979714, 1.7127848204000595, -0.0027257009628713245, -0.1810352223612905, -0.023149182850666625, 0.06239847563094527, 0.3794681553932335, -0.21042996028136698, 1.584962986084939, 0.36995804082036743, -0.019004333218154996, -6.895276489779332e-05, -0.9524130875432746, 1.5748393405634074, 0.0024109815644184234, 0.45941337602772764, 0.000269440644098882, 0.009867826862122613, -0.3278459176507031, -0.013133575804517345, 0.009330488531835449, -0.0792279448047084]",1242.0633080005646
6q_4l_2t_3ls_04.json,inst4_L3,mackey_glass_n100,4,4,6,4,2,3,0.1,0.1,1,0.01,120,10,8,0.08840063,0.08840063,119,120,176.08868384361267,0.003,60,10,5,0.5,0.00303396,0.00320496,11,22,121.9825210571289,0.0034746934201353,12.684094087390497,7.762784746208484,"[-0.850349876060555, -1.4869761147778213, -0.8192389336837141, -0.08615878277993216, -1.4275520128504462, 0.09379377627742817, 0.9344349696320778, -0.84530548916688, -0.7468122669155726, -1.6896131154569578, 1.2010639082819206, -0.5789331770506922, 0.07310199723076787, -0.4641147447950403, -0.03133139567453788, 0.9903512091336012, -0.3809545962858532, -0.6057383028210361, -0.8765760358176974, -1.4692957402975901, 0.2695359312841828, 0.12719868188390704, 0.878289562289483, 0.08594272990155973, 0.5218689238484856, -0.7743316302498049, -0.8911374554478096, -0.8511231745728929, -0.8688401768006964, 0.6728443928901027, -0.7069352211779598, 0.08045835325007596, 0.04175957525096192, -0.8214463783838903, -1.3511372131161254, 0.9587711338620325, 0.8158943047003923, -1.5237074889992064, -0.417818931218495, -0.8750637126277154, -1.2617499127617573, 1.1465538201991017, 0.11714846941709842, -1.3961839593673808, 0.3620431061256529, -1.62102111235267, -1.5369807058986098, -0.13798318179910188, -0.5472382563741548, -1.5147175191978186, -0.5911702220930894, -1.1782344057586416, -1.5763070688899568, -1.5493904635942888]","[-0.8161244194506448, -1.5152231655474144, -0.8308132658732039, -0.07067607783422379, -1.4451728388911906, 0.08029175829015653, 1.0510032154513806, -0.7988836857106505, -0.8695552143541012, -1.7336609993158714, 1.4506925983256553, -0.6003080991439818, 0.027488509865009118, -0.42606041888109203, 0.1259775280414129, 1.1089544591887206, -0.359806714740887, -0.6499034620515632, -0.8077717585591919, -1.5329586352775262, 0.21893886781180402, 0.17374657768551288, 0.8805848391691363, 0.12689947600586324, 0.47339820326073107, -0.7161181044911297, -0.9100225771146023, -0.9332291258135569, -0.8395105882757397, 0.6475442755069748, -0.769588978251989, 0.025307774526805264, -0.003796862540230767, -0.8715132901336939, -1.4719901330215306, 0.991693218801904, 0.7896969615596987, -1.528028819166593, -0.3929669304487496, -1.1018908697424212, -1.2239895605795548, 1.1367298629227254, 0.4677011268551868, -1.4078877089111734, 0.14560855891671445, -1.7024102647781931, -1.5291299501257791, -0.0712511279445127, -0.7015345170279337, -1.5242392693379414, -0.7740783084886631, -0.9292326689874372, -1.604210182022302, -1.4775728999828301]",298.0712049007416
6q_4l_2t_3ls_05.json,inst5_L3,mackey_glass_n100,5,5,6,4,2,3,0.1,0.1,1,0.01,120,10,8,0.09943305,0.09943305,119,120,184.84513306617737,0.003,60,10,5,0.5,0.002791,0.00282772,18,29,161.19054293632507,0.0034746934201353,19.67642530802273,18.619541507651803,"[-1.807573563264794, -1.642203524277058, 0.4294816449199519, 0.20147273343902494, -0.9357557665373899, -0.19517228602938633, -1.2101761938520197, -0.2925396467836272, 0.6168609400306418, -0.5158692959999026, -0.147892432464493, 0.15449209129007135, 0.3564264108031466, -0.27976388279550324, -0.6814446248312633, 0.16455636937685725, -0.30969535275149995, -0.046286070724196576, -0.15312167029683746, -0.5014091224615781, -0.18458829761708828, 1.2223734289076602, 0.13843993507561878, 0.5683695776065567, 0.3542998976538157, 0.16203533964212039, -0.16424038102171726, -0.4162426696329541, -0.2706342981508947, 1.0793451511246102, -0.19224202656260503, -0.1199316355725945, 0.5952090569103579, 0.05480128966182941, -0.5455986620802152, 0.00800053961939506, 0.2002012484030539, -1.5441510147048214, -0.5523501387155947, -0.058431718333482346, -1.5451560204190744, 0.9354605095147978, 1.1757541554332447, 1.421123376211754, 0.4220162939451998, 0.34196914899824377, 1.461602582728174, -0.0029969203261431955, -1.1508029731976674, -1.5167364576816535, 0.7194920592947943, -0.3014677243676811, -1.447677955798454, 0.11662810230919407]","[-2.078484107236107, -1.6342425767598456, 0.6034925519870984, -0.1383899318062334, -1.0720694072032646, 0.06271752518141623, -1.1088404049731666, -0.4009325498751781, 0.6650067341716569, -0.11493406058528287, -0.21807658069406308, 0.006907110151937882, 0.24763017727144868, -0.4251982841628556, -0.5056205011032335, 0.010093688975105826, -0.321090428229916, 0.032017362565136376, -0.10882880566216284, -0.823698709017224, -0.28028850016362056, 1.2831585157105312, 0.2072083612034321, 0.6502506130603881, 0.2529167061800461, 0.02415785554068541, -0.12730792179886494, -0.2882411940596014, -0.19497870233370668, 1.0566145353476442, -0.056180779088120844, -0.38485519211144276, 0.48054726375978196, 0.1066449027367338, -0.8673269215812719, -0.051285933732372904, 0.460310165739753, -1.5550283526431665, -0.5584688490208091, -0.13432826846115717, -1.5751302409436008, 0.9192903920212756, 1.3067330130466521, 1.452917467286608, 0.43440229790993884, 0.3397747059974439, 1.5254585875907563, 0.07020071792639279, -1.1470089226448827, -1.5336954837703538, 0.8108764924765723, -0.9031418884984427, -1.4099974468584375, 0.4560523866737283]",346.03567600250244
