dataset,arch,instance_id,layer,window_size,step,sigma_eval,mse_train_noise,mse_train_recovered,delta_train_pct,mse_test_noise,mse_test_recovered,delta_test_pct,s1_best_train_cost,s3_best_train_cost,s1_time_s,s3_time_s,total_time_s,timestamp,bundle_json
mackey_glass_tau17_n200,4q_3l_1t,1,1,4,2,0.2,0.019268069867485596,0.017689002749978294,8.195253226541077,0.018957942152927745,0.01753622507213123,7.49932175827931,0.16191633837727662,0.23466930994875446,52.2908059170004,109.54320887499489,161.8340147919953,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst01_L1.json
mackey_glass_tau17_n200,4q_3l_1t,2,1,4,2,0.2,0.019268069867485596,0.017783423405059236,7.7052163119444845,0.018957942152927745,0.01761468736441505,7.085446182275912,0.16191633838269368,0.2333258187649749,53.580259500071406,116.15145266603213,169.73171216610353,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst02_L1.json
mackey_glass_tau17_n200,4q_3l_1t,3,1,4,2,0.2,0.019268069867485596,0.017865162914565212,7.280993698739668,0.018957942152927745,0.017630520640130237,7.0019282793966635,0.16191633837443029,0.23486242467266144,54.47535824996885,117.173476499971,171.64883474993985,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst03_L1.json
mackey_glass_tau17_n200,4q_3l_1t,4,1,4,2,0.2,0.019268069867485596,0.01772792582920987,7.9932450363109915,0.018957942152927745,0.01758128058684735,7.261661392229712,0.16191633837821626,0.23446017206059913,52.77038891706616,108.52722712501418,161.29761604208034,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst04_L1.json
mackey_glass_tau17_n200,4q_3l_1t,5,1,4,2,0.2,0.019268069867485596,0.017750395154001133,7.876630736353629,0.018957942152927745,0.01763368185076402,6.985253417703962,0.16191633858809912,0.23472529939757344,51.29616150003858,116.4570106669562,167.75317216699477,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst05_L1.json
mackey_glass_tau17_n200,4q_3l_1t,1,3,4,2,0.2,0.019268069867485596,0.01317186874509406,31.638878021086736,0.018957942152927745,0.017251339617297627,9.002045274025495,0.03250709662484733,0.20329689252140876,104.09146570810117,225.90065637498628,329.99212208308745,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst01_L3.json
mackey_glass_tau17_n200,4q_3l_1t,2,3,4,2,0.2,0.019268069867485596,0.010763000592740917,44.14074338134293,0.018957942152927745,0.011301169663228777,40.38820473200201,0.027140552508312574,0.22729096584518252,97.76918729196768,217.65639549994376,315.42558279191144,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst02_L3.json
mackey_glass_tau17_n200,4q_3l_1t,3,3,4,2,0.2,0.019268069867485596,0.014013433682159633,27.27121201793562,0.018957942152927745,0.015921906840093456,16.014582639526743,0.025777833549147193,0.21826757921394754,96.04841991700232,224.3123807089869,320.3608006259892,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst03_L3.json
mackey_glass_tau17_n200,4q_3l_1t,4,3,4,2,0.2,0.019268069867485596,0.009010790802507475,53.23459555379251,0.018957942152927745,0.012512064020481734,34.0009378678822,0.027184395600118177,0.1522310673054644,97.91199679195415,220.7024011668982,318.61439795885235,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst04_L3.json
mackey_glass_tau17_n200,4q_3l_1t,5,3,4,2,0.2,0.019268069867485596,0.009185999732477673,52.325272870331304,0.018957942152927745,0.011979786960036811,36.80861106443069,0.02317553944042864,0.17927824680610868,116.13277712510899,325.7907970410306,441.9235741661396,2025-10-02 21:32:35,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst05_L3.json
