layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean,s1_time_s_mean,s3_time_s_mean,total_time_s_mean
1,5,0.0189579421529277,0.01912684126460536,-0.8909147961060127,78.46168595021591,210.25017057517545,288.71185652539134
3,5,0.0189579421529277,0.01718982823466202,9.326507613552488,158.31005913359112,504.4804984166287,662.7905575502198
