layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.02365007216899136,-24.75020747617928
3,5,0.0189579421529277,0.02048021465560702,-8.02973492797706
