layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.02645940774467314,-39.56898660853318
3,5,0.0189579421529277,0.0233726053950422,-23.28661627144343
