layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.015225507703622321,0.01093605991621812,26.334732694126508
3,5,0.015225507703622321,0.01052329234061912,28.921722150475283
