layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.01227009229313868,35.27729858990109
3,5,0.0189579421529277,0.00837693596258722,55.81305241353111
