layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean,s1_time_s_mean,s3_time_s_mean,total_time_s_mean
1,5,0.0189579421529277,0.01442451933112946,23.913053353726582,67.55822370843961,218.156138475053,285.71436218349265
3,5,0.0189579421529277,0.01240146042881608,34.5843534663338,138.5886956084054,487.56156102521345,626.1502566336188
