layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.024668807637905722,-30.123868080777264
3,5,0.0189579421529277,0.0226624773843946,-19.540808815553806
