layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.0153675806805148,18.93856117636913
3,5,0.0189579421529277,0.00778943379217516,58.91202890408509
