layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.0237025666979508,-25.027107408334334
3,5,0.0189579421529277,0.0228857216309148,-20.718385182858743
