layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean,s1_time_s_mean,s3_time_s_mean,total_time_s_mean
1,5,0.0189579421529277,0.019241722886618302,-1.4968962949747455,78.31260754149407,212.1102092998568,290.4228168413509
3,5,0.0189579421529277,0.01890499075251916,0.27930985326044766,157.55150695000776,492.8486688581761,650.4001758081838
