dataset,arch,instance_id,layer,window_size,step,sigma_eval,mse_train_noise,mse_train_recovered,delta_train_pct,mse_test_noise,mse_test_recovered,delta_test_pct,s1_best_train_cost,timestamp,bundle_json
mackey_glass_tau17_n200,6q_2l_4t,1,1,6,2,0.2,0.019067164300121137,0.03131457628333071,-64.23300177432132,0.018957942152927745,0.03259483609968923,-71.93235339973589,0.4272021078704655,2025-09-14 16:55:59,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L1/bundle_inst01_L1.json
mackey_glass_tau17_n200,6q_2l_4t,2,1,6,2,0.2,0.019067164300121137,0.03821485804117738,-100.42234618461117,0.018957942152927745,0.04061524906183104,-114.23870130102003,0.47443135949585297,2025-09-14 16:56:00,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L1/bundle_inst02_L1.json
mackey_glass_tau17_n200,6q_2l_4t,3,1,6,2,0.2,0.019067164300121137,0.022382259522383766,-17.386409274511607,0.018957942152927745,0.02132322249629663,-12.47646144443799,0.35422589669441706,2025-09-14 16:56:01,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L1/bundle_inst03_L1.json
mackey_glass_tau17_n200,6q_2l_4t,4,1,6,2,0.2,0.019067164300121137,0.04057646512107073,-112.80807403968791,0.018957942152927745,0.04357168734991358,-129.83342283901126,0.40903326372536053,2025-09-14 16:56:02,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L1/bundle_inst04_L1.json
mackey_glass_tau17_n200,6q_2l_4t,5,1,6,2,0.2,0.019067164300121137,0.023139139301958683,-21.35595486430919,0.018957942152927745,0.022461371769201086,-18.480010056008588,0.35240643350790574,2025-09-14 16:56:03,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L1/bundle_inst05_L1.json
mackey_glass_tau17_n200,6q_2l_4t,1,3,6,2,0.2,0.019067164300121137,0.021433496634888815,-12.410510013555843,0.018957942152927745,0.02103879493089836,-10.976153219505758,0.27399980278671277,2025-09-14 16:56:05,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L3/bundle_inst01_L3.json
mackey_glass_tau17_n200,6q_2l_4t,2,3,6,2,0.2,0.019067164300121137,0.02065530578467769,-8.329195991385374,0.018957942152927745,0.019700725274832923,-3.9180577507483605,0.24361148577086303,2025-09-14 16:56:07,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L3/bundle_inst02_L3.json
mackey_glass_tau17_n200,6q_2l_4t,3,3,6,2,0.2,0.019067164300121137,0.018633023914105942,2.2769006401882064,0.018957942152927745,0.018427413828250104,2.7984489054668327,0.2361218512219407,2025-09-14 16:56:10,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L3/bundle_inst03_L3.json
mackey_glass_tau17_n200,6q_2l_4t,4,3,6,2,0.2,0.019067164300121137,0.018714709805195767,1.848489315860835,0.018957942152927745,0.01609453913049952,15.103975944910353,0.20347381953511748,2025-09-14 16:56:12,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L3/bundle_inst04_L3.json
mackey_glass_tau17_n200,6q_2l_4t,5,3,6,2,0.2,0.019067164300121137,0.02332830484822486,-22.348055961717648,0.018957942152927745,0.02248373519834688,-18.597973434973426,0.26313631737283155,2025-09-14 16:56:15,qae_runs/mackey_glass_tau17_n200/6q_2l_4t/L3/bundle_inst05_L3.json
