layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.03211327335538626,-69.39218980804276
3,5,0.0189579421529277,0.01954904167256552,-3.117951910970071
