layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.023177802914965278,-22.25906550403665
3,5,0.0189579421529277,0.01319221583094694,30.41324989532336
