layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.02168190783530288,-14.368467106829485
3,5,0.0189579421529277,0.01430028058275858,24.568392141917165
