layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.01434946883363854,24.30893227816627
3,5,0.0189579421529277,0.013747549467351062,27.483957085352568
