dataset,arch,instance_id,layer,window_size,step,sigma_eval,mse_train_noise,mse_train_recovered,delta_train_pct,mse_test_noise,mse_test_recovered,delta_test_pct,s1_best_train_cost,timestamp,bundle_json
mackey_glass_tau17_n200,4q_3l_1t,1,1,4,2,0.2,0.019268069867485596,0.013423754466768792,30.33160789280168,0.018957942152927745,0.014346684519690758,24.323619072362522,0.3320105128454565,2025-09-13 16:28:18,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst01_L1.json
mackey_glass_tau17_n200,4q_3l_1t,2,1,4,2,0.2,0.019268069867485596,0.01345577856195154,30.165404970542266,0.018957942152927745,0.01448309491487196,23.60407686635292,0.3468608374869064,2025-09-13 16:28:19,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst02_L1.json
mackey_glass_tau17_n200,4q_3l_1t,3,1,4,2,0.2,0.019268069867485596,0.013520951292195065,29.82716283891339,0.018957942152927745,0.014423809194232976,23.91679920805405,0.33473771179072376,2025-09-13 16:28:20,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst03_L1.json
mackey_glass_tau17_n200,4q_3l_1t,4,1,4,2,0.2,0.019268069867485596,0.013131971406716306,31.84594255143225,0.018957942152927745,0.014047852908664189,25.899906248554906,0.3463769161724406,2025-09-13 16:28:20,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst04_L1.json
mackey_glass_tau17_n200,4q_3l_1t,5,1,4,2,0.2,0.019268069867485596,0.013477786799803132,30.05118368110875,0.018957942152927745,0.01444590263073313,23.800259995506966,0.34634338289915373,2025-09-13 16:28:21,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L1/bundle_inst05_L1.json
mackey_glass_tau17_n200,4q_3l_1t,1,3,4,2,0.2,0.019268069867485596,0.013105250288422491,31.984623376639888,0.018957942152927745,0.013880206605693347,26.784212686555886,0.07714969225362776,2025-09-13 16:28:23,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst01_L3.json
mackey_glass_tau17_n200,4q_3l_1t,2,3,4,2,0.2,0.019268069867485596,0.013058826153696437,32.22556154556564,0.018957942152927745,0.013776508950996136,27.331200613097252,0.05252134424226562,2025-09-13 16:28:24,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst02_L3.json
mackey_glass_tau17_n200,4q_3l_1t,3,3,4,2,0.2,0.019268069867485596,0.012789380261282079,33.62396779106634,0.018957942152927745,0.013651865341761356,27.988674975184225,0.07374368904020714,2025-09-13 16:28:26,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst03_L3.json
mackey_glass_tau17_n200,4q_3l_1t,4,3,4,2,0.2,0.019268069867485596,0.01289593189825808,33.070971887954094,0.018957942152927745,0.013838391018970473,27.004782969899722,0.08443633688176377,2025-09-13 16:28:28,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst04_L3.json
mackey_glass_tau17_n200,4q_3l_1t,5,3,4,2,0.2,0.019268069867485596,0.012440717516015026,35.43350422966631,0.018957942152927745,0.013590775419334287,28.310914182025748,0.06871725813528998,2025-09-13 16:28:30,qae_runs/mackey_glass_tau17_n200/4q_3l_1t/L3/bundle_inst05_L3.json
