layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.02611829841162454,-37.769691461955624
3,5,0.0189579421529277,0.02383848499652878,-25.74405388639384
