layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.02028666506923066,-7.008792967003336
3,5,0.0189579421529277,0.011719522791866879,38.181461377351944
