layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.01097884373799184,42.08842051827669
3,5,0.0189579421529277,0.00571980320054842,69.82898695223028
