layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean,s1_time_s_mean,s3_time_s_mean,total_time_s_mean
1,5,0.0189579421529277,0.01917147564147098,-1.1263537298550608,63.58853381660301,130.8087293832097,194.39726319981273
3,5,0.0189579421529277,0.01129448253811538,40.42347820767471,139.6796740084188,303.1328917668434,442.8125657752622
