layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.01135046722831628,40.12816825393968
3,5,0.0189579421529277,0.00533975391295626,71.83368389943274
