dataset,arch,instance_id,layer,window_size,step,sigma_eval,mse_train_noise,mse_train_recovered,delta_train_pct,mse_test_noise,mse_test_recovered,delta_test_pct,min_train_cost,timestamp,bundle_json
mackey_glass_tau30_n200,6q_4l_2t,1,1,6,2,0.2,0.0190671643001211,0.0137584643637763,27.842105164589583,0.0189579421529277,0.0114067861843552,39.83109510335934,0.0151796601599035,2025-09-16 13:45:30,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L1/bundle_inst01_L1.json
mackey_glass_tau30_n200,6q_4l_2t,2,1,6,2,0.2,0.0190671643001211,0.013725268643962,28.016204046267813,0.0189579421529277,0.0112955854633417,40.41766046006562,0.0151939498714909,2025-09-16 13:56:33,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L1/bundle_inst02_L1.json
mackey_glass_tau30_n200,6q_4l_2t,3,1,6,2,0.2,0.0190671643001211,0.0137591427696468,27.838547184704183,0.0189579421529277,0.0113878472618773,39.93099477772867,0.015193032093291,2025-09-16 14:07:29,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L1/bundle_inst03_L1.json
mackey_glass_tau30_n200,6q_4l_2t,4,1,6,2,0.2,0.0190671643001211,0.0137270588092322,28.00681531262086,0.0189579421529277,0.0113517260106403,40.1215283859947,0.0151803788980757,2025-09-16 14:18:36,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L1/bundle_inst04_L1.json
mackey_glass_tau30_n200,6q_4l_2t,5,1,6,2,0.2,0.0190671643001211,0.0137283398607144,28.00009668649446,0.0189579421529277,0.0113103912213669,40.33956254255007,0.0151801136512991,2025-09-16 14:29:42,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L1/bundle_inst05_L1.json
mackey_glass_tau30_n200,6q_4l_2t,1,3,6,2,0.2,0.0190671643001211,0.0068196733779992,64.23341577879046,0.0189579421529277,0.0056822977306813,70.0268220841479,0.0049886713384869,2025-09-16 14:59:22,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L3/bundle_inst01_L3.json
mackey_glass_tau30_n200,6q_4l_2t,2,3,6,2,0.2,0.0190671643001211,0.0064412186008071,66.2182666524451,0.0189579421529277,0.0052914054398454,72.08871407475903,0.0059389533165413,2025-09-16 15:28:46,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L3/bundle_inst02_L3.json
mackey_glass_tau30_n200,6q_4l_2t,3,3,6,2,0.2,0.0190671643001211,0.0070339619849959,63.1095538157644,0.0189579421529277,0.0050064527643585,73.59179216830056,0.0050818482366625,2025-09-16 15:58:29,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L3/bundle_inst03_L3.json
mackey_glass_tau30_n200,6q_4l_2t,4,3,6,2,0.2,0.0190671643001211,0.0066030454274454,65.36954670599096,0.0189579421529277,0.0054850465317081,71.06728943752414,0.0053325879712336,2025-09-16 16:27:54,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L3/bundle_inst04_L3.json
mackey_glass_tau30_n200,6q_4l_2t,5,3,6,2,0.2,0.019067164300121137,0.006811897651907405,64.27419649462963,0.01895794215292774,0.005233567098188063,72.3938017324321,0.0051119071977335905,2025-09-16 16:56:55,qae_runs/mackey_glass_tau30_n200/6q_4l_2t/L3/bundle_inst05_L3.json
