layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.013474827178259019,28.922521919510608
3,5,0.0189579421529277,0.00747570933293812,60.5668733840732
