layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.01534143504505874,19.076475066205674
3,5,0.0189579421529277,0.01122095651018592,40.8113158080657
