layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean,s1_time_s_mean,s3_time_s_mean,total_time_s_mean
1,5,0.0189579421529277,0.014931092574757259,21.24096352698577,52.443026491370986,110.3316955581773,162.7747220495483
3,5,0.0189579421529277,0.00824791546820674,56.49361411869777,97.5706651916029,223.6922282833606,321.2628934749635
