layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean,s1_time_s_mean,s3_time_s_mean,total_time_s_mean
1,5,0.0189579421529277,0.0159621251597721,15.802437674876852,69.32878269159701,216.75296807501,286.081750766607
3,5,0.0189579421529277,0.00855134841976014,54.89305563452409,132.8661778417183,464.05093714161774,596.9171149833361
