layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.02093748919456192,-10.441782265531995
3,5,0.0189579421529277,0.00800208936105122,57.790306054839995
