layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean
1,5,0.0189579421529277,0.026567053605412283,-40.136800666993736
3,5,0.0189579421529277,0.022641817881797983,-19.431833366478504
