layer,runs,mse_test_noise_mean,mse_test_recovered_mean,delta_test_pct_mean,s1_time_s_mean,s3_time_s_mean,total_time_s_mean
1,5,0.0189579421529277,0.017070837971902418,9.954161510793792,75.13761710021645,150.00491339159197,225.14253049180843
3,5,0.0189579421529277,0.00835230381223126,55.94298292053058,142.11686779179144,300.20957232499495,442.3264401167864
